index,contest-tmp2m-14d__tmp2m
376324,25.01600728047464
376325,24.485752050780153
376326,24.073372874200757
376327,23.911207636038462
376328,23.63660972568225
376329,23.422485003012486
376330,23.224044961594494
376331,22.972014393229237
376332,22.901582302351432
376333,22.886913635195718
376334,22.995520378578515
376335,22.939728153413427
376336,22.891635303397923
376337,22.509167262075206
376338,22.22297335180913
376339,21.734171639197733
376340,21.266606434321975
376341,20.876916416295266
376342,20.450537704613446
376343,19.720470268977653
376344,23.659603525506938
376345,23.55916755665196
376346,23.59045658074915
376347,23.486990933926446
376348,23.262167152506198
376349,23.222702539059917
376350,23.193845391870155
376351,23.239980405237652
376352,23.30859761782243
376353,23.181051220046815
376354,23.246845936232575
376355,23.048381207140917
376356,22.648768562269964
376357,22.26946530049948
376358,22.280656665406646
376359,22.29912953754323
376360,22.226822318573788
376361,21.950449915027093
376362,21.678031889907476
376363,21.34224703773782
376364,20.930145422945685
376365,20.775932102825628
376366,20.482285129562516
376367,20.27629269314748
376368,20.048706315741807
376369,19.905354367985055
376370,20.080774238150287
376371,20.136501240857754
376372,20.253068948909142
376373,20.1693435679161
376374,20.12849180456937
376375,20.28146415318878
376376,20.285701302431853
376377,20.353016480574915
376378,20.53707552327947
376379,20.643802344385634
376380,20.523265172704924
376381,20.44385311241146
376382,20.354730538199103
376383,20.25664475304758
376384,20.175721641943852
376385,20.050107744909162
376386,19.750058161996915
376387,19.503273112056867
376388,19.384971474491337
376389,19.273338087654075
376390,19.146348012832263
376391,19.037760920060528
376392,18.872737058514808
376393,18.7296339636791
376394,18.686740200152475
376395,18.721363235548203
376396,18.746362047581506
376397,18.552028273699435
376398,18.084568630772598
376399,17.494170427601418
376400,16.71582351115279
376401,15.834199247348476
376402,15.116102408060792
376403,14.419510542016235
376404,13.757791938705154
376405,24.809212997291894
376406,24.822474168453784
376407,24.82254131492669
376408,24.70714035183418
376409,24.74048497118179
376410,24.597290935983597
376411,24.591669937993686
376412,24.61442876396793
376413,24.449884266735204
376414,24.53697068096586
376415,24.500358945610675
376416,24.46957115721482
376417,24.13390221486013
376418,23.803651145859288
376419,23.66492341810571
376420,23.649082384898566
376421,23.49382310852763
376422,23.440169089045185
376423,23.21083046773978
376424,22.576597882414227
376425,22.151662520632485
376426,22.05129680968776
376427,22.049692453527097
376428,21.791399013307785
376429,21.37998379898117
376430,21.16417974012203
376431,21.293637667038226
376432,21.37422625430116
376433,21.58856422990785
376434,21.421488197778768
376435,21.33864965614116
376436,21.46128418202967
376437,21.612468156283132
376438,21.746869419477104
376439,21.79864981850276
376440,21.949223003982752
376441,21.812987343623696
376442,21.61660442602133
376443,21.549201548127844
376444,21.580612001365285
376445,21.605173668076752
376446,21.54758671610721
376447,21.185891056117118
376448,20.826751590907367
376449,20.755549314817056
376450,20.624183345804674
376451,20.476708925305292
376452,20.41855316337231
376453,20.199670911756726
376454,19.99514837091417
376455,20.05596603707451
376456,20.13145979758021
376457,19.936972642470977
376458,19.664353323880935
376459,19.20934868392366
376460,18.58711999621474
376461,17.88562073298302
376462,17.04913205869484
376463,16.20254577085382
376464,15.557477147955442
376465,14.8174789937588
376466,27.074991677372797
376467,27.16534487299129
376468,27.111540170514736
376469,26.97674763251464
376470,26.96744300249162
376471,26.94900813999154
376472,26.941310122410556
376473,26.92255107132865
376474,26.830196354422785
376475,26.79148128138696
376476,26.751122416841017
376477,26.821117467169216
376478,26.545555121205105
376479,26.330398297378242
376480,26.212954307087152
376481,26.18964624509391
376482,26.027139108186578
376483,25.73471616090494
376484,25.46562129970782
376485,24.935808029390493
376486,24.586355573209886
376487,24.42896989736483
376488,24.457662827935497
376489,24.172973407230202
376490,23.756874068594218
376491,23.54360914782001
376492,23.633979320125334
376493,23.882490151170856
376494,23.920901880988044
376495,23.821839526179073
376496,23.884801079333524
376497,23.98629615851359
376498,24.190870867369664
376499,24.331592049023122
376500,24.497371506160167
376501,24.513795466006876
376502,24.450836934048475
376503,24.065830778714275
376504,24.168357682276746
376505,24.096938477832285
376506,24.1445535096044
376507,24.007278120020455
376508,23.636466754454915
376509,23.438268122291554
376510,23.3269295284945
376511,23.215141294186026
376512,23.010543738248902
376513,22.796650874026586
376514,22.49290956921442
376515,22.345726775067057
376516,22.16897098008507
376517,22.128156029597868
376518,21.89964859721352
376519,21.63516028777594
376520,21.14405146367849
376521,20.599573699969746
376522,19.874817439816308
376523,18.761853435165598
376524,18.16575315413977
376525,17.436989955818483
376526,16.587663759010987
376527,27.14053185228528
376528,27.204655475339287
376529,27.24185956709151
376530,27.27223803499867
376531,27.2701185096967
376532,27.440817986965
376533,27.439337646203587
376534,27.4149364043422
376535,27.264340939489166
376536,27.241520685926055
376537,27.315608561640623
376538,27.180969469846236
376539,26.86738066549487
376540,26.450077707104604
376541,26.395046721942673
376542,26.371303383841727
376543,26.243356682482993
376544,25.97568430329218
376545,25.60261450250868
376546,25.119830824721443
376547,24.61036555927459
376548,24.614867816297185
376549,24.73329219961447
376550,24.362693558115936
376551,23.954607681159935
376552,23.61167795860313
376553,23.808142768694587
376554,24.082764573121622
376555,24.16480777853292
376556,24.027897925265037
376557,23.988246693835407
376558,24.193842482019278
376559,24.47798789604333
376560,24.72231559919989
376561,24.92760783634177
376562,24.967420199238614
376563,24.753832275490858
376564,24.31108249572119
376565,24.327015039370814
376566,24.401561741251857
376567,24.332021737971083
376568,24.26564166880887
376569,23.86779593048897
376570,23.67059326485198
376571,23.626631765589284
376572,23.39537054954934
376573,23.17794113760931
376574,22.94424180012427
376575,22.6389675641615
376576,22.38330791450945
376577,22.470195518800228
376578,22.487570396372217
376579,22.477611322758285
376580,22.319261800011116
376581,21.718746699698812
376582,21.129007834504126
376583,20.406864980105368
376584,19.348481294494952
376585,18.533952919544344
376586,17.880757287988423
376587,17.12936083181816
376588,27.029149864279177
376589,26.952446271741866
376590,27.04006241499714
376591,27.079243162919223
376592,27.102811219980076
376593,27.100798358710218
376594,27.09963080401027
376595,27.077418064418275
376596,26.919499369134705
376597,26.92222003898638
376598,26.97071412864256
376599,26.959510497914454
376600,26.62879949739598
376601,26.31750523610343
376602,26.188974882086534
376603,26.10073320592154
376604,25.951770434728036
376605,25.74802574762333
376606,25.389646932687576
376607,24.874372868402283
376608,24.481362380528118
376609,24.42859977571625
376610,24.534633804117775
376611,24.104950834264493
376612,23.679918842239957
376613,23.443273968070955
376614,23.458687041187012
376615,23.764731098805775
376616,24.026872040636643
376617,23.90968745211466
376618,23.80157110082979
376619,23.99478675632424
376620,24.263622735351685
376621,24.53042163041637
376622,24.726691491239073
376623,24.71960874816725
376624,24.627086239943413
376625,24.321537209856093
376626,24.346319404365047
376627,24.25641886783013
376628,24.313941876714107
376629,24.20499456978564
376630,23.845179729077604
376631,23.523248294740657
376632,23.583654724648184
376633,23.31597882235122
376634,23.046741630639414
376635,22.747465661395545
376636,22.512453825835102
376637,22.35573932346839
376638,22.25886808743049
376639,22.385061591386304
376640,22.21213890987954
376641,21.93647710604778
376642,21.44953927214162
376643,21.05720127650156
376644,20.098515461968105
376645,19.29118761274102
376646,18.650653231501067
376647,17.773718924934066
376648,16.964236034434837
376649,26.827023568323234
376650,26.795643202410677
376651,26.7592433922591
376652,26.83589819770699
376653,26.812760650118307
376654,26.877166489850584
376655,26.87804223497546
376656,26.885177546077458
376657,26.708960093090266
376658,26.699516254616228
376659,26.813883374808306
376660,26.851101380296708
376661,26.53459139550601
376662,26.20032770931411
376663,26.04482508731483
376664,26.036537292359178
376665,25.814097765507164
376666,25.652051543715125
376667,25.322550082100715
376668,24.845303553508465
376669,24.460882201575796
376670,24.38902378437574
376671,24.505176847107244
376672,24.050562885316566
376673,23.648281155461962
376674,23.413617989175247
376675,23.363208216028024
376676,23.504986584450272
376677,23.71784842521556
376678,23.53667659244899
376679,23.609751878252343
376680,23.73361202837279
376681,23.99546331712538
376682,24.28592579678692
376683,24.587730382711722
376684,24.564018418799897
376685,24.512159197983607
376686,24.25386349387759
376687,24.180239236567136
376688,24.022915384137406
376689,24.037962541393007
376690,24.0132958552831
376691,23.613486856657286
376692,23.3555915031884
376693,23.280856199731485
376694,22.98281704096491
376695,22.794942929835663
376696,22.473811499824105
376697,22.282282401591985
376698,22.195313230176026
376699,22.071269819921103
376700,22.1453035865762
376701,22.038820382597162
376702,21.83120452951515
376703,21.359460671449128
376704,20.7822083209737
376705,20.08826416166582
376706,19.144018034692863
376707,18.553552802172803
376708,17.7375815279659
376709,16.857462933891604
376710,27.18681220364234
376711,27.15394637671856
376712,27.24003418195585
376713,27.252735520124453
376714,27.203321653448057
376715,27.074657822273295
376716,27.160790088625816
376717,26.994087471690207
376718,26.92729512373701
376719,26.93037411521344
376720,27.080729998956578
376721,27.144931965273386
376722,26.892644222870707
376723,26.551095357606876
376724,26.466697287587106
376725,26.31743980997674
376726,26.157814627357542
376727,25.93290955035822
376728,25.57481314364811
376729,25.043727875006237
376730,24.69803391511035
376731,24.670447033417336
376732,24.68675796485087
376733,24.447503717538915
376734,24.031240955171125
376735,23.643488620160554
376736,23.607071507465662
376737,23.661581145246984
376738,23.855716768088655
376739,23.85346055468182
376740,23.703376862101486
376741,23.866556275339807
376742,24.183133685222558
376743,24.598336819581142
376744,24.829231456085637
376745,24.74260049937155
376746,24.716731914415607
376747,24.39339795731882
376748,24.308930302335902
376749,24.279366127100865
376750,24.303021922026396
376751,24.274182134597666
376752,23.894073755651473
376753,23.622020326351656
376754,23.390793743788315
376755,23.131306836351882
376756,22.9262296151081
376757,22.692970337725466
376758,22.506327405817206
376759,22.339411953920113
376760,22.259864966158077
376761,22.339242921965557
376762,22.182659765412797
376763,21.95721172218113
376764,21.556454986896046
376765,21.016779824079535
376766,20.346560672589597
376767,19.78906536955471
376768,19.094037963685707
376769,18.31822809827849
376770,17.337366723744147
376771,27.88700586963962
376772,27.806468457149514
376773,27.866687461863666
376774,27.924132942347008
376775,27.83323981581093
376776,27.774676053754135
376777,27.858928951874685
376778,27.64707629250573
376779,27.525520754303887
376780,27.460925519914586
376781,27.577907346930353
376782,27.70539107548195
376783,27.467650638108275
376784,27.206120242158843
376785,26.98849576802126
376786,27.069572217446087
376787,26.91463093234188
376788,26.713521460327286
376789,26.367445224400228
376790,25.85120584009718
376791,25.35760548727231
376792,25.30892666522257
376793,25.23150598266616
376794,24.96492703269498
376795,24.6028296823055
376796,24.250719349344457
376797,24.206289592960104
376798,24.22154139168695
376799,24.147468371759963
376800,24.20303333319424
376801,24.143189483150664
376802,24.273145056619605
376803,24.59785510220228
376804,25.043175956176206
376805,25.345334960105355
376806,25.36904396369464
376807,25.30522283029456
376808,25.005094505629685
376809,24.88751702746525
376810,24.826512749913245
376811,24.890837990826007
376812,24.82109639899283
376813,24.36508414010119
376814,23.918547489106185
376815,23.835353237168285
376816,23.574236031346146
376817,23.36362133411306
376818,23.127512983214977
376819,22.89368523346897
376820,22.61318484520463
376821,22.629705580816015
376822,22.692131659078036
376823,22.502652929009226
376824,22.3663674432469
376825,21.959637005308764
376826,21.594096094024984
376827,20.901672913756396
376828,20.342011639916706
376829,19.711831030619827
376830,19.038874597473267
376831,18.259968238751352
376832,28.1466577336314
376833,28.161495846402143
376834,28.181663006417622
376835,28.182695828035353
376836,28.18357528128949
376837,27.999696008695253
376838,27.901916771564693
376839,27.90612031225462
376840,27.68612917799792
376841,27.668045899025913
376842,27.790780163205447
376843,27.943837286074494
376844,27.672981992708888
376845,27.431124406795952
376846,27.266924864305835
376847,27.252360072554612
376848,27.155626418042615
376849,26.80648939599694
376850,26.455571841075766
376851,25.968902802201104
376852,25.668801145567134
376853,25.58574202717822
376854,25.4624582891406
376855,25.161827750170488
376856,24.701892523648354
376857,24.325361830242105
376858,24.18248306254565
376859,24.291781281108484
376860,24.22171388150832
376861,24.286516072053
376862,24.18571131370753
376863,24.392926472994745
376864,24.671388170039805
376865,25.03088318503395
376866,25.408594456617383
376867,25.422481199248125
376868,25.349187368982438
376869,24.954070647664913
376870,24.809597305000676
376871,24.788476622174098
376872,24.803576410864206
376873,24.57150194585633
376874,24.089307429577975
376875,23.77855919801675
376876,23.56869547966504
376877,23.37054277161377
376878,23.106720607044448
376879,22.854192805136094
376880,22.562202462107834
376881,22.311939727784612
376882,22.24244087577665
376883,22.475259069660822
376884,22.463483556363194
376885,22.314921891796025
376886,21.919907244220827
376887,21.62367453967625
376888,21.121062872679765
376889,20.656533521279833
376890,20.169636531514428
376891,19.52892068169215
376892,18.845500644875543
376893,28.125311542872847
376894,28.12454553496421
376895,28.073699824408767
376896,28.111128203298893
376897,28.06249915419474
376898,28.035635947556276
376899,27.897657613849766
376900,27.773772152660264
376901,27.684419845093856
376902,27.63275646126045
376903,27.633868672412383
376904,27.706771291355288
376905,27.504714530499214
376906,27.285717215431905
376907,27.09395830107728
376908,27.1017756421954
376909,26.8223500767246
376910,26.48750180761197
376911,26.267416546152365
376912,25.771900172143265
376913,25.420264852912016
376914,25.362632826630986
376915,25.20767036898709
376916,25.02047006035024
376917,24.62902839073162
376918,24.23100049827254
376919,24.038724584583264
376920,24.15094791693577
376921,24.07549629750477
376922,24.02064628968593
376923,23.967391671419293
376924,24.182616584126738
376925,24.48602026263864
376926,24.87465598988936
376927,25.084438508542007
376928,25.165581960311503
376929,25.198999748297794
376930,24.79501798129893
376931,24.65620976688526
376932,24.579764518172084
376933,24.555679212003717
376934,24.286309873260354
376935,23.74183381275421
376936,23.324423979361026
376937,23.204917206749634
376938,22.938484041453236
376939,22.737429682597984
376940,22.41340189079693
376941,22.076804956440007
376942,21.89959460096624
376943,21.88991109328486
376944,22.259640335833602
376945,22.363476314682092
376946,22.277729940541366
376947,21.748215938031272
376948,21.42643438165476
376949,21.046865253183295
376950,20.6160729775404
376951,20.289285755828352
376952,19.632756061319
376953,19.172130152790785
376954,27.65789526631133
376955,27.651736057657974
376956,27.640458422152573
376957,27.56840331047939
376958,27.474030218390325
376959,27.304387943235326
376960,27.28628593145159
376961,27.19617699719801
376962,27.245831042078912
376963,27.142131076981396
376964,27.05856628195293
376965,27.18107231165874
376966,26.91044395893249
376967,26.710908933449275
376968,26.652939999617097
376969,26.728814213674134
376970,26.360719096677034
376971,26.214151860559195
376972,25.852353160688068
376973,25.366921826612064
376974,25.112980478591457
376975,24.995677673303668
376976,24.83838771144603
376977,24.42583377225653
376978,24.263221866598556
376979,23.82044411444018
376980,23.69322282314229
376981,23.55047435157517
376982,23.624475638048537
376983,23.478241900202228
376984,23.470926465829052
376985,23.59114533821204
376986,23.864635807517114
376987,24.269029412687054
376988,24.510939524218152
376989,24.56232628204848
376990,24.574750114525248
376991,24.245204955687424
376992,23.91966176865671
376993,23.796399675179195
376994,23.783613249640513
376995,23.574961099374107
376996,23.06297609247529
376997,22.6750473141983
376998,22.535182262485776
376999,22.262337551533204
377000,22.08551331882844
377001,21.7590791562751
377002,21.511764341697994
